Date,High,Low,Open,Close,Volume,Adj Close,100ma
2010-06-29,25.0,17.540000915527347,19.0,23.88999938964844,18766300,23.88999938964844,23.88999938964844
2010-06-30,30.420000076293945,23.29999923706055,25.790000915527344,23.82999992370605,17187100,23.82999992370605,23.859999656677246
2010-07-01,25.920000076293945,20.270000457763672,25.0,21.959999084472656,8218800,21.959999084472656,23.22666613260905
2010-07-02,23.10000038146973,18.709999084472656,23.0,19.200000762939453,5139800,19.200000762939453,22.21999979019165
2010-07-06,20.0,15.829999923706055,20.0,16.110000610351562,6866900,16.110000610351562,20.997999954223634
2010-07-07,16.629999160766598,14.979999542236328,16.399999618530273,15.800000190734865,6921700,15.800000190734865,20.131666660308838
2010-07-08,17.520000457763672,15.56999969482422,16.139999389648438,17.459999084472653,7711400,17.459999084472653,19.749999863760813
2010-07-09,17.899999618530273,16.549999237060547,17.579999923706055,17.399999618530273,4050600,17.399999618530273,19.456249833106995
2010-07-12,18.06999969482422,17.0,17.950000762939453,17.049999237060547,2202500,17.049999237060547,19.1888886557685
2010-07-13,18.63999938964844,16.899999618530273,17.389999389648438,18.13999938964844,2680100,18.13999938964844,19.083999729156496
2010-07-14,20.149999618530273,17.760000228881836,17.940000534057614,19.84000015258789,4195200,19.84000015258789,19.15272704037753
2010-07-15,21.5,19.0,19.940000534057614,19.88999938964844,3739800,19.88999938964844,19.214166402816772
2010-07-16,21.299999237060547,20.049999237060547,20.700000762939453,20.63999938964844,2621300,20.63999938964844,19.323845863342285
2010-07-19,22.25,20.920000076293945,21.3700008392334,21.90999984741211,2486500,21.90999984741211,19.5085711479187
2010-07-20,21.850000381469727,20.049999237060547,21.850000381469727,20.299999237060547,1825300,20.299999237060547,19.561333020528156
2010-07-21,20.899999618530273,19.5,20.65999984741211,20.21999931335449,1252500,20.21999931335449,19.602499663829803
2010-07-22,21.25,20.3700008392334,20.5,21.0,957800,21.0,19.68470556595746
2010-07-23,21.559999465942386,21.059999465942386,21.190000534057614,21.290000915527344,653600,21.290000915527344,19.773888640933567
2010-07-26,21.5,20.299999237060547,21.5,20.950000762939453,922200,20.950000762939453,19.835789278933877
2010-07-27,21.18000030517578,20.26000022888184,20.90999984741211,20.549999237060547,619700,20.549999237060547,19.87149977684021
2010-07-28,20.899999618530273,20.51000022888184,20.549999237060547,20.71999931335449,467200,20.71999931335449,19.911904516674223
2010-07-29,20.8799991607666,20.0,20.770000457763672,20.350000381469727,616000,20.350000381469727,19.931817965074018
2010-07-30,20.440000534057614,19.549999237060547,20.200000762939453,19.940000534057614,426900,19.940000534057614,19.93217372894287
2010-08-02,20.96999931335449,20.32999992370605,20.5,20.920000076293945,718100,20.920000076293945,19.9733331600825
2010-08-03,21.950000762939453,20.81999969482422,21.0,21.950000762939453,1230500,21.950000762939453,20.052399864196776
2010-08-04,22.18000030517578,20.850000381469727,21.950000762939453,21.26000022888184,913000,21.26000022888184,20.09884603206928
2010-08-05,21.549999237060547,20.049999237060547,21.540000915527344,20.450000762939453,796200,20.450000762939453,20.11185176284225
2010-08-06,20.15999984741211,19.520000457763672,20.100000381469727,19.59000015258789,741900,19.59000015258789,20.093214205333165
2010-08-09,19.979999542236328,19.450000762939453,19.899999618530273,19.600000381469727,812700,19.600000381469727,20.076206832096496
2010-08-10,19.649999618530273,18.81999969482422,19.649999618530273,19.030000686645508,1281300,19.030000686645508,20.041333293914796
2010-08-11,18.8799991607666,17.850000381469727,18.690000534057614,17.899999618530273,797600,17.899999618530273,19.97225801406368
2010-08-12,17.899999618530273,17.389999389648438,17.799999237060547,17.600000381469727,691000,17.600000381469727,19.89812496304512
2010-08-13,18.450000762939453,17.65999984741211,18.18000030517578,18.31999969482422,634000,18.31999969482422,19.850302985220246
2010-08-16,18.799999237060547,18.26000022888184,18.450000762939453,18.780000686645508,485800,18.780000686645508,19.8188235058504
2010-08-17,19.399999618530273,18.780000686645508,18.959999084472656,19.149999618530273,447900,19.149999618530273,19.799714251926968
2010-08-18,19.59000015258789,18.600000381469727,19.59000015258789,18.770000457763672,601300,18.770000457763672,19.771111090977985
2010-08-19,19.25,18.32999992370605,18.540000915527344,18.790000915527344,579100,18.790000915527344,19.74459459974959
2010-08-20,19.11000061035156,18.51000022888184,18.649999618530273,19.100000381469727,296000,19.100000381469727,19.727631594005384
2010-08-23,20.38999938964844,19.0,19.09000015258789,20.1299991607666,1088100,20.1299991607666,19.737948711101826
2010-08-24,19.709999084472656,18.950000762939453,19.25,19.200000762939453,673100,19.200000762939453,19.724500012397765
2010-08-25,19.979999542236328,18.559999465942386,19.15999984741211,19.899999618530273,503300,19.899999618530273,19.72878049059612
2010-08-26,20.270000457763672,19.600000381469727,19.88999938964844,19.75,433800,19.75,19.729285717010498
2010-08-27,19.8700008392334,19.5,19.75,19.700000762939453,379600,19.700000762939453,19.728604671566984
2010-08-30,20.190000534057614,19.61000061035156,19.700000762939453,19.8700008392334,732800,19.8700008392334,19.73181822083213
2010-08-31,19.790000915527344,19.32999992370605,19.65999984741211,19.479999542236328,201100,19.479999542236328,19.72622225019667
2010-09-01,20.690000534057614,19.600000381469727,19.6200008392334,20.450000762939453,494900,20.450000762939453,19.741956565691076
2010-09-02,21.239999771118164,20.309999465942386,20.3700008392334,21.059999465942386,487100,21.059999465942386,19.770000031653872
2010-09-03,21.299999237060547,20.65999984741211,20.8700008392334,21.049999237060547,434600,21.049999237060547,19.79666668176651
2010-09-07,21.0,20.5,20.61000061035156,20.540000915527344,243400,20.540000915527344,19.811836768169794
2010-09-08,20.950000762939453,20.600000381469727,20.65999984741211,20.899999618530273,288400,20.899999618530273,19.833600025177002
2010-09-09,21.049999237060547,20.690000534057614,21.0,20.709999084472656,376200,20.709999084472656,19.850784320457308
2010-09-10,20.93000030517578,19.76000022888184,20.75,20.170000076293945,386600,20.170000076293945,19.85692308499263
2010-09-13,20.899999618530273,20.5,20.88999938964844,20.71999931335449,360800,20.71999931335449,19.87320754213153
2010-09-14,21.600000381469727,20.530000686645508,20.540000915527344,21.1200008392334,654700,21.1200008392334,19.896296306892676
2010-09-15,22.0,20.790000915527344,20.979999542236328,21.979999542236328,684600,21.979999542236328,19.934181820262562
2010-09-16,23.15999984741211,20.84000015258789,22.149999618530273,20.940000534057614,2684500,20.940000534057614,19.95214286872319
2010-09-17,21.31999969482422,19.799999237060547,21.020000457763672,20.229999542236328,1198500,20.229999542236328,19.957017547205876
2010-09-20,21.350000381469727,20.15999984741211,20.670000076293945,21.059999465942386,947500,21.059999465942386,19.976034476839263
2010-09-21,21.549999237060547,20.670000076293945,20.88999938964844,20.770000457763672,796000,20.770000457763672,19.989491527363406
2010-09-22,20.950000762939453,19.799999237060547,20.8700008392334,19.8700008392334,962900,19.8700008392334,19.98750001589457
2010-09-23,20.13999938964844,19.5,19.88999938964844,19.559999465942386,668100,19.559999465942386,19.980491810157652
2010-09-24,20.190000534057614,19.649999618530273,19.950000762939453,20.100000381469727,578900,20.100000381469727,19.98241936775946
2010-09-27,20.809999465942386,20.049999237060547,20.399999618530273,20.530000686645508,418600,20.530000686645508,19.991111134725905
2010-09-28,21.489999771118164,20.76000022888184,21.040000915527344,21.399999618530273,1214500,21.399999618530273,20.013125017285347
2010-09-29,22.030000686645508,21.1299991607666,21.190000534057614,21.979999542236328,1969300,21.979999542236328,20.043384625361515
2010-09-30,22.149999618530273,20.190000534057614,22.0,20.40999984741211,2195800,20.40999984741211,20.048939401453193
2010-10-01,20.75,20.309999465942386,20.690000534057614,20.600000381469727,597700,20.600000381469727,20.057164192199707
2010-10-04,21.170000076293945,20.299999237060547,20.43000030517578,20.989999771118164,643600,20.989999771118164,20.07088236247792
2010-10-05,21.280000686645508,21.01000022888184,21.149999618530273,21.1200008392334,332000,21.1200008392334,20.08608697808307
2010-10-06,21.26000022888184,20.31999969482422,21.059999465942386,20.459999084472656,313400,20.459999084472656,20.091428579602923
2010-10-07,20.63999938964844,20.34000015258789,20.56999969482422,20.43000030517578,141000,20.43000030517578,20.09619719545606
2010-10-08,20.790000915527344,20.38999938964844,20.43000030517578,20.43000030517578,267800,20.43000030517578,20.100833349757725
2010-10-11,20.700000762939453,20.06999969482422,20.440000534057614,20.239999771118164,171200,20.239999771118164,20.10273973909143
2010-10-12,20.280000686645508,20.030000686645508,20.200000762939453,20.239999771118164,244000,20.239999771118164,20.10459460438909
2010-10-13,20.850000381469727,20.36000061035156,20.63999938964844,20.540000915527344,318200,20.540000915527344,20.11040002187093
2010-10-14,21.030000686645508,20.399999618530273,21.0,20.75,294800,20.75,20.11881581105684
2010-10-15,20.899999618530273,20.25,20.88999938964844,20.540000915527344,284700,20.540000915527344,20.124285747478535
2010-10-18,20.63999938964844,20.21999931335449,20.520000457763672,20.229999542236328,162800,20.229999542236328,20.12564105253953
2010-10-19,20.40999984741211,20.0,20.200000762939453,20.049999237060547,245200,20.049999237060547,20.124683561204353
2010-10-20,20.690000534057614,20.040000915527344,20.15999984741211,20.649999618530273,312500,20.649999618530273,20.13125001192093
2010-10-21,20.950000762939453,20.450000762939453,20.61000061035156,20.75,417100,20.75,20.138888900662646
2010-10-22,20.93000030517578,20.549999237060547,20.68000030517578,20.71999931335449,161100,20.71999931335449,20.145975613012546
2010-10-25,20.979999542236328,20.729999542236328,20.940000534057614,20.850000381469727,118500,20.850000381469727,20.154457839138537
2010-10-26,21.8700008392334,20.51000022888184,20.799999237060547,21.36000061035156,660900,21.36000061035156,20.168809538795834
2010-10-27,21.3799991607666,20.649999618530273,21.25,21.0,356500,21.0,20.17858825010412
2010-10-28,21.5,20.959999084472656,21.38999938964844,21.190000534057614,224200,21.190000534057614,20.190348858057067
2010-10-29,21.850000381469727,21.049999237060547,21.13999938964844,21.84000015258789,280600,21.84000015258789,20.209310367189605
2010-11-01,22.75,21.309999465942386,21.940000534057614,21.40999984741211,455800,21.40999984741211,20.2229545658285
2010-11-02,21.8799991607666,21.049999237060547,21.68000030517578,21.25,322500,21.25,20.234494402167503
